Energy	Impulses
E/keV	Impulses/#

961.6	0
962.3	0
963.0	0
963.7	0
964.4	0
965.1	0
965.8	0
966.6	0
967.3	0
968.0	0
968.7	0
969.4	0
970.1	0
970.8	0
971.5	0
972.2	0
972.9	0
973.7	0
974.4	0
975.1	0
975.8	0
976.5	0
977.2	0
977.9	0
978.6	0
979.3	0
980.0	0
980.7	0
981.5	0
982.2	0
982.9	0
983.6	0
984.3	0
985.0	0
985.7	0
986.4	0
987.1	0
987.8	0
988.6	0
989.3	0
990.0	0
990.7	0
991.4	0
992.1	0
992.8	0
993.5	0
994.2	0
994.9	0
995.7	0
996.4	0
997.1	0
997.8	0
998.5	0
999.2	0
999.9	0
1000.6	0
1001.3	0
1002.0	0
1002.7	0
1003.5	0
1004.2	0
1004.9	0
1005.6	0
1006.3	0
1007.0	0
1007.7	0
1008.4	0
1009.1	0
1009.8	0
1010.6	0
1011.3	0
1012.0	0
1012.7	0
1013.4	0
1014.1	0
1014.8	0
1015.5	0
1016.2	0
1016.9	0
1017.6	0
1018.4	0
1019.1	0
1019.8	0
1020.5	0
1021.2	0
1021.9	0
1022.6	0
1023.3	0
1024.0	0
1024.7	0
1025.5	0
1026.2	0
1026.9	0
1027.6	0
1028.3	0
1029.0	0
1029.7	0
1030.4	0
1031.1	1
1031.8	0
1032.6	0
1033.3	0
1034.0	0
1034.7	0
1035.4	0
1036.1	0
1036.8	0
1037.5	0
1038.2	0
1038.9	0
1039.6	0
1040.4	0
1041.1	0
1041.8	0
1042.5	0
1043.2	0
1043.9	0
1044.6	0
1045.3	0
1046.0	0
1046.7	0
1047.5	0
1048.2	0
1048.9	0
1049.6	0
1050.3	0
1051.0	0
1051.7	0
1052.4	0
1053.1	0
1053.8	0
1054.6	0
1055.3	0
1056.0	0
1056.7	0
1057.4	0
1058.1	0
1058.8	0
1059.5	0
1060.2	0
1060.9	0
1061.6	0
1062.4	0
1063.1	0
1063.8	0
1064.5	0
1065.2	0
1065.9	0
1066.6	0
1067.3	0
1068.0	0
1068.7	0
1069.5	0
1070.2	0
1070.9	0
1071.6	0
1072.3	0
1073.0	0
1073.7	0
1074.4	0
1075.1	0
1075.8	0
1076.6	0
1077.3	0
1078.0	0
1078.7	0
1079.4	0
1080.1	0
1080.8	0
1081.5	0
1082.2	0
1082.9	0
1083.6	0
1084.4	0
1085.1	0
1085.8	0
1086.5	0
1087.2	1
1087.9	0
1088.6	0
1089.3	0
1090.0	0
1090.7	0
1091.5	0
1092.2	0
1092.9	0
1093.6	0
1094.3	0
1095.0	0
1095.7	0
1096.4	0
1097.1	0
1097.8	0
1098.6	0
1099.3	0
1100.0	0
1100.7	0
1101.4	0
1102.1	0
1102.8	0
1103.5	0
1104.2	0
1104.9	0
1105.6	0
1106.4	0
1107.1	0
1107.8	0
1108.5	0
1109.2	0
1109.9	0
1110.6	0
1111.3	0
1112.0	0
1112.7	0
1113.5	0
1114.2	0
1114.9	0
1115.6	0
1116.3	0
1117.0	0
1117.7	0
1118.4	0
1119.1	0
1119.8	1
1120.6	0
1121.3	0
1122.0	0
1122.7	0
1123.4	0
1124.1	0
1124.8	0
1125.5	0
1126.2	0
1126.9	0
1127.6	0
1128.4	0
1129.1	0
1129.8	0
1130.5	0
1131.2	0
1131.9	0
1132.6	0
1133.3	1
1134.0	0
1134.7	0
1135.5	0
1136.2	0
1136.9	0
1137.6	0
1138.3	0
1139.0	0
1139.7	0
1140.4	0
1141.1	0
1141.8	0
1142.6	0
1143.3	0
1144.0	0
1144.7	0
1145.4	0
1146.1	0
1146.8	0
1147.5	0
1148.2	0
1148.9	0
1149.6	0
1150.4	0
1151.1	0
1151.8	0
1152.5	0
1153.2	0
1153.9	0
1154.6	0
1155.3	0
1156.0	0
1156.7	0
1157.5	0
1158.2	0
1158.9	0
1159.6	0
1160.3	0
1161.0	0
1161.7	0
1162.4	0
1163.1	0
1163.8	0
1164.6	0
1165.3	0
1166.0	0
1166.7	0
1167.4	0
1168.1	0
1168.8	0
1169.5	0
1170.2	0
1170.9	0
1171.6	0
1172.4	0
1173.1	0
1173.8	0
1174.5	0
1175.2	0
1175.9	0
1176.6	0
1177.3	0
1178.0	0
1178.7	0
1179.5	0
1180.2	0
1180.9	0
1181.6	0
1182.3	0
1183.0	0
1183.7	0
1184.4	0
1185.1	0
1185.8	0
1186.6	0
1187.3	0
1188.0	0
1188.7	0
1189.4	0
1190.1	0
1190.8	0
1191.5	0
1192.2	0
1192.9	0
1193.6	0
1194.4	0
1195.1	0
1195.8	0
1196.5	0
1197.2	0
1197.9	0
1198.6	0
1199.3	0
1200.0	0
1200.7	0
1201.5	0
1202.2	0
1202.9	0
1203.6	0
1204.3	0
1205.0	0
1205.7	0
1206.4	0
1207.1	0
1207.8	0
1208.5	0
1209.3	0
1210.0	0
1210.7	0
1211.4	0
1212.1	0
1212.8	0
1213.5	0
1214.2	0
1214.9	0
1215.6	0
1216.4	0
1217.1	0
1217.8	0
1218.5	0
1219.2	0
1219.9	0
1220.6	0
1221.3	0
1222.0	0
1222.7	0
1223.5	0
1224.2	0
1224.9	0
1225.6	0
1226.3	0
1227.0	0
1227.7	0
1228.4	0
1229.1	0
1229.8	0
1230.5	0
1231.3	0
1232.0	0
1232.7	0
1233.4	1
1234.1	0
1234.8	0
1235.5	0
1236.2	0
1236.9	0
1237.6	0
1238.4	0
1239.1	0
1239.8	0
1240.5	0
1241.2	0
1241.9	0
1242.6	0
1243.3	0
1244.0	0
1244.7	0
1245.5	0
1246.2	0
1246.9	0
1247.6	0
1248.3	0
1249.0	0
1249.7	0
1250.4	1
1251.1	0
1251.8	0
1252.5	0
1253.3	0
1254.0	0
1254.7	0
1255.4	0
1256.1	0
1256.8	0
1257.5	0
1258.2	0
1258.9	0
1259.6	0
1260.4	0
1261.1	0
1261.8	0
1262.5	0
1263.2	0
1263.9	0
1264.6	0
1265.3	0
1266.0	0
1266.7	0
1267.5	0
1268.2	0
1268.9	0
1269.6	0
1270.3	0
1271.0	0
1271.7	0
1272.4	0
1273.1	0
1273.8	0
1274.5	0
1275.3	0
1276.0	0
1276.7	0
1277.4	0
1278.1	0
1278.8	0
1279.5	0
1280.2	0
1280.9	0
1281.6	0
1282.4	0
1283.1	0
1283.8	0
1284.5	0
1285.2	0
1285.9	0
1286.6	0
1287.3	0
1288.0	0
1288.7	0
1289.5	0
1290.2	0
1290.9	0
1291.6	0
1292.3	0
1293.0	0
1293.7	0
1294.4	0
1295.1	0
1295.8	0
1296.5	0
1297.3	0
1298.0	0
1298.7	0
1299.4	0
1300.1	0
1300.8	0
1301.5	0
1302.2	0
1302.9	0
1303.6	0
1304.4	0
1305.1	0
1305.8	0
1306.5	0
1307.2	0
1307.9	0
1308.6	0
1309.3	0
1310.0	0
1310.7	0
1311.5	0
1312.2	0
1312.9	0
1313.6	0
1314.3	0
1315.0	0
1315.7	0
1316.4	0
1317.1	0
1317.8	0
1318.5	0
1319.3	0
1320.0	0
1320.7	0
1321.4	0
1322.1	1
1322.8	0
1323.5	0
1324.2	0
1324.9	0
1325.6	0
1326.4	0
1327.1	0
1327.8	0
1328.5	0
1329.2	0
1329.9	0
1330.6	0
1331.3	0
1332.0	0
1332.7	0
1333.5	0
1334.2	0
1334.9	0
1335.6	0
1336.3	0
1337.0	0
1337.7	0
1338.4	0
1339.1	0
1339.8	0
1340.5	0
1341.3	0
1342.0	0
1342.7	0
1343.4	0
1344.1	0
1344.8	0
1345.5	0
1346.2	0
1346.9	0
1347.6	0
1348.4	0
1349.1	0
1349.8	0
1350.5	0
1351.2	0
1351.9	0
1352.6	0
1353.3	0
1354.0	0
1354.7	0
1355.5	0
1356.2	0
1356.9	0
1357.6	0
1358.3	0
1359.0	0
1359.7	0
1360.4	0
1361.1	0
1361.8	0
1362.5	0
1363.3	0
1364.0	0
1364.7	0
1365.4	0
1366.1	0
1366.8	0
1367.5	0
1368.2	0
1368.9	0
1369.6	0
1370.4	0
1371.1	0
1371.8	0
1372.5	0
1373.2	0
1373.9	0
1374.6	0
1375.3	0
1376.0	0
1376.7	0
1377.4	0
1378.2	0
1378.9	0
1379.6	0
1380.3	0
1381.0	0
1381.7	0
1382.4	0
1383.1	0
1383.8	0
1384.5	0
1385.3	0
1386.0	0
1386.7	0
1387.4	0
1388.1	0
1388.8	0
1389.5	0
1390.2	0
1390.9	0
1391.6	0
1392.4	0
1393.1	0
1393.8	0
1394.5	0
1395.2	0
1395.9	0
1396.6	0
1397.3	0
1398.0	0
1398.7	0
1399.4	0
1400.2	0
1400.9	0
1401.6	0
1402.3	0
1403.0	0
1403.7	0
1404.4	0
1405.1	0
1405.8	0
1406.5	0
1407.3	0
1408.0	0
1408.7	0
1409.4	0
1410.1	0
1410.8	0
1411.5	0
1412.2	0
1412.9	0
1413.6	0
1414.4	0
1415.1	0
1415.8	0
1416.5	0
1417.2	0
1417.9	0
1418.6	0
1419.3	0
1420.0	0
1420.7	0
1421.4	0
1422.2	0
1422.9	0
1423.6	0
1424.3	0
1425.0	0
1425.7	0
1426.4	0
1427.1	0
1427.8	0
1428.5	0
1429.3	0
1430.0	0
1430.7	0
1431.4	0
1432.1	0
1432.8	0
1433.5	0
1434.2	0
1434.9	0
1435.6	0
1436.4	0
1437.1	0
1437.8	0
1438.5	0
1439.2	0
1439.9	0
1440.6	0
1441.3	0
1442.0	0
1442.7	0
1443.4	0
1444.2	0
1444.9	0
1445.6	0
1446.3	0
1447.0	0
1447.7	0
1448.4	0
1449.1	0
1449.8	0
1450.5	0
1451.3	0
1452.0	0
1452.7	0
1453.4	0
1454.1	0
1454.8	0
1455.5	0
1456.2	0
1456.9	0
1457.6	0
1458.4	0
1459.1	0
1459.8	0
1460.5	0
1461.2	0
1461.9	0
1462.6	0
1463.3	0
1464.0	0
1464.7	0
1465.4	0
1466.2	0
1466.9	0
1467.6	0
1468.3	0
1469.0	0
1469.7	0
1470.4	0
1471.1	0
1471.8	0
1472.5	0
1473.3	0
1474.0	1
1474.7	0
1475.4	0
1476.1	0
1476.8	0
1477.5	0
1478.2	0
1478.9	0
1479.6	0
1480.4	0
1481.1	0
1481.8	0
1482.5	0
1483.2	0
1483.9	0
1484.6	0
1485.3	0
1486.0	0
1486.7	0
1487.4	0
1488.2	0
1488.9	0
1489.6	0
1490.3	0
1491.0	0
1491.7	0
1492.4	0
1493.1	0
1493.8	0
1494.5	0
1495.3	0
1496.0	0
1496.7	0
1497.4	0
1498.1	0
1498.8	0
1499.5	0
1500.2	0
1500.9	0
1501.6	0
1502.4	0
1503.1	0
1503.8	0
1504.5	0
1505.2	0
1505.9	0
1506.6	0
1507.3	0
1508.0	0
1508.7	0
1509.4	0
1510.2	0
1510.9	0
1511.6	0
1512.3	0
1513.0	0
1513.7	0
1514.4	0
1515.1	0
1515.8	0
1516.5	0
1517.3	0
1518.0	0
1518.7	0
1519.4	0
1520.1	0
1520.8	0
1521.5	0
1522.2	0
1522.9	0
1523.6	0
1524.4	0
1525.1	0
1525.8	0
1526.5	0
1527.2	0
1527.9	0
1528.6	0
1529.3	0
1530.0	0
1530.7	0
1531.4	0
1532.2	0
1532.9	0
1533.6	0
1534.3	0
1535.0	0
1535.7	0
1536.4	0
1537.1	0
1537.8	0
1538.5	0
